Estructura de generación (MW)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2023-07-20 20:55","11472","6853","334","10898","3100","-2544","1674","1071","445","405","257","155","0","2203",
"2023-07-20 21:00","11524","6855","338","10782","3168","-2341","1375","1022","445","406","260","159","0","2209",
"2023-07-20 21:05","11561","6855","340","10620","3463","-2047","1110","972","452","402","259","167","0","2204",
"2023-07-20 21:10","11445","6854","345","10684","3642","-1773","876","928","452","403","264","173","0","2221",
"2023-07-20 21:15","11438","6853","345","10713","3961","-2067","677","893","452","404","262","172","0","2231",
"2023-07-20 21:20","11331","6856","348","10698","4199","-1970","509","864","452","405","264","172","0","2227",
"2023-07-20 21:25","11288","6853","346","10852","4381","-2002","394","822","452","415","261","172","0","2233",
"2023-07-20 21:30","11297","6852","343","10816","4499","-2017","327","803","452","411","262","172","0","2223",
"2023-07-20 21:35","11224","6852","350","10813","4490","-2062","265","768","452","408","260","172","0","2221",
"2023-07-20 21:40","11053","6859","351","10830","4564","-1998","234","740","452","412","258","171","0","2236",
"2023-07-20 21:45","10895","6858","354","10881","4598","-1788","219","711","452","411","262","172","0","2228",
"2023-07-20 21:50","10772","6862","355","11081","4614","-1723","212","675","452","405","261","172","0","2239",
"2023-07-20 21:55","10758","6865","355","11117","4617","-1899","212","641","452","404","264","177","0","2243",
"2023-07-20 22:00","10706","6866","356","11114","4685","-1832","184","601","452","406","270","183","0","2231",
"2023-07-20 22:05","10657","6865","355","11008","4787","-1891","142","585","449","402","270","187","0","2221",
"2023-07-20 22:10","10584","6869","354","10839","4793","-1682","140","584","449","407","274","194","0","2230",
"2023-07-20 22:15","10533","6877","354","10782","4690","-1600","141","584","449","408","275","203","0","2223",
"2023-07-20 22:20","10471","6876","354","10732","4635","-1460","140","573","449","411","264","209","0","2236",
"2023-07-20 22:25","10490","6878","355","10689","4714","-1579","140","559","449","410","242","208","0","2230",
"2023-07-20 22:30","10406","6878","355","10681","4638","-1701","141","549","449","410","228","210","0","2237",
"2023-07-20 22:35","10350","6876","355","10676","4604","-1640","140","543","449","410","225","209","0","2226",
"2023-07-20 22:40","10246","6880","356","10702","4450","-1642","141","541","449","407","225","210","0","2216",
"2023-07-20 22:45","10204","6875","354","10526","4327","-1668","140","540","449","405","224","208","0","2217",
"2023-07-20 22:50","10175","6875","355","10536","4174","-1681","139","541","449","403","221","208","0","2215",
"2023-07-20 22:55","10171","6883","355","10479","3970","-1615","139","539","449","395","221","205","0","2223",
"2023-07-20 23:00","10174","6876","355","10695","3976","-1929","139","539","449","389","218","204","0","2223",
"2023-07-20 23:05","10086","6875","353","10802","3981","-2185","139","539","450","393","190","205","0","2218",
"2023-07-20 23:10","9975","6884","354","10852","3896","-2155","138","538","450","383","167","204","0","2216",
"2023-07-20 23:15","9919","6885","354","10736","3837","-2058","137","538","450","386","157","205","0","2211",
"2023-07-20 23:20","9865","6886","354","10575","3803","-1997","137","538","450","380","142","205","0","2192",
"2023-07-20 23:25","9849","6887","354","10463","3804","-2117","137","537","450","379","125","205","0","2174",
"2023-07-20 23:30","9732","6882","354","10388","3747","-2154","137","538","450","373","115","207","0","2181",
"2023-07-20 23:35","9716","6883","354","10306","3795","-2121","137","537","450","379","114","206","0","2166",
"2023-07-20 23:40","9674","6882","354","10122","3703","-2042","137","537","450","375","114","203","0","2146",
"2023-07-20 23:45","9609","6887","354","10037","3603","-2029","137","536","450","370","114","196","0","2121",
"2023-07-20 23:50","9570","6883","354","9931","3535","-2014","137","537","450","371","112","190","0","2092",
"2023-07-20 23:55","9569","6888","354","9907","3430","-2071","136","540","450","362","111","186","0","2082",
"2023-07-21 00:00","9523","6889","354","9585","3015","-1355","137","536","450","362","113","183","0","2067",
"2023-07-21 00:05","9525","6887","354","8910","2418","-79","137","537","424","354","115","178","0","2059",
"2023-07-21 00:10","9541","6891","354","8848","2295","136","136","535","424","347","112","174","0","2048",
"2023-07-21 00:15","9481","6892","354","8854","2361","-2","137","534","424","343","107","172","0","2060",
"2023-07-21 00:20","9436","6889","354","8683","2544","62","136","532","424","345","96","170","0","2041",
"2023-07-21 00:25","9452","6887","354","8451","2628","119","136","532","424","346","91","169","0","2029",
"2023-07-21 00:30","9422","6887","354","8267","2631","174","136","531","424","345","87","166","0","2027",
"2023-07-21 00:35","9448","6888","354","8288","2554","-191","136","531","424","340","88","165","0","2027",
"2023-07-21 00:40","9483","6891","354","8227","2468","-139","136","505","424","337","86","158","0","2034",
"2023-07-21 00:45","9524","6890","354","8028","2306","11","136","505","424","337","86","155","0","2043",
"2023-07-21 00:50","9519","6886","354","8077","2149","11","136","504","424","330","85","152","0","2045",
"2023-07-21 00:55","9533","6891","354","7929","2034","-107","136","505","424","324","85","152","0","2038",
"2023-07-21 01:00","9460","6885","354","7843","1959","-72","136","504","424","317","85","152","0","2051",
"2023-07-21 01:05","9453","6884","354","7812","2226","-330","136","501","397","314","85","153","0","2047",
"2023-07-21 01:10","9427","6887","354","7885","2331","-598","136","497","397","310","79","152","0","2050",
"2023-07-21 01:15","9344","6891","354","7867","2359","-388","136","483","397","316","69","153","0","2046",
"2023-07-21 01:20","9275","6888","354","7735","2379","-324","136","478","397","316","66","153","0","2056",
"2023-07-21 01:25","9015","6886","354","7702","2374","-454","116","474","397","313","66","153","0","2055",
"2023-07-21 01:30","9199","6895","354","7695","2289","-482","116","471","397","311","66","152","0","2055",
"2023-07-21 01:35","9163","6888","354","7705","2098","-402","110","468","397","313","67","152","0","2052",
"2023-07-21 01:40","9105","6892","354","7624","2057","-312","25","469","397","309","66","146","0","2054",
"2023-07-21 01:45","9135","6899","354","7551","1884","-433","25","467","397","306","66","143","0","2039",
"2023-07-21 01:50","9120","6893","359","7489","1742","-192","25","462","397","305","65","142","0","2049",
"2023-07-21 01:55","9069","6899","355","7438","1715","-198","25","459","397","308","66","142","0","2052",
"2023-07-21 02:00","9060","6898","343","7358","1523","115","25","457","397","311","69","142","0","2049",
"2023-07-21 02:05","9050","6897","356","7407","1525","-29","25","453","396","305","63","140","0","2052",
"2023-07-21 02:10","9016","6897","341","7251","1367","-28","25","446","396","309","56","134","0","2054",
"2023-07-21 02:15","8957","6902","345","7136","1157","367","25","436","396","304","49","129","0","2060",
"2023-07-21 02:20","8968","6902","348","7054","1168","301","25","432","396","303","48","128","0","2081",
"2023-07-21 02:25","8928","6905","352","6971","1168","281","25","429","396","301","49","126","0","2105",
"2023-07-21 02:30","8870","6903","356","6882","1156","175","25","427","396","306","48","124","0","2117",
"2023-07-21 02:35","8835","6907","358","6865","1166","272","25","424","396","306","49","123","0","2123",
"2023-07-21 02:40","8788","6906","357","6858","1193","300","25","422","396","302","49","126","0","2132",
"2023-07-21 02:45","8755","6910","357","6773","1173","417","25","413","396","302","49","127","0","2132",
"2023-07-21 02:50","8779","6904","357","6602","1206","421","25","412","396","302","48","124","0","2141",
"2023-07-21 02:55","8751","6908","357","6637","1134","560","18","411","396","300","48","123","0","2145",
"2023-07-21 03:00","8741","6905","357","6544","1162","471","18","411","396","298","48","122","0","2150",
