Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2023-12-27 22:40","0","0","276","2253","0","0","0","0","0","252","69","240","-2.7","541",
"2023-12-27 22:45","0","0","276","2213","0","0","0","0","0","250","73","240","-2.7","541",
"2023-12-27 22:50","0","0","276","2093","0","0","0","0","0","248","73","240","-2.7","540",
"2023-12-27 22:55","0","0","276","2028","0","0","0","0","0","245","74","240","-2.7","540",
"2023-12-27 23:00","0","0","276","2091","0","0","0","0","0","244","74","241","-2.7","541",
"2023-12-27 23:05","0","0","276","2047","0","0","0","0","0","241","72","240","-2.7","537",
"2023-12-27 23:10","0","0","275","2040","0","0","0","0","0","245","58","240","-2.7","534",
"2023-12-27 23:15","0","0","276","1983","0","0","0","0","0","246","55","240","-2.7","534",
"2023-12-27 23:20","0","0","276","1976","0","0","0","0","0","245","55","240","-2.7","533",
"2023-12-27 23:25","0","0","276","1939","0","0","0","0","0","240","55","232","-2.7","533",
"2023-12-27 23:30","0","0","276","1901","0","0","0","0","0","238","55","221","-2.7","533",
"2023-12-27 23:35","0","0","276","1892","0","0","0","0","0","231","55","219","-2.7","533",
"2023-12-27 23:40","0","0","276","1873","0","0","0","0","0","226","55","215","-2.7","533",
"2023-12-27 23:45","0","0","276","1809","0","0","0","0","0","222","54","214","-2.7","532",
"2023-12-27 23:50","0","0","276","1713","0","0","0","0","0","220","53","214","-2.7","531",
"2023-12-27 23:55","0","0","276","1661","0","0","0","0","0","220","53","211","-2.7","530",
"2023-12-28 00:00","0","0","276","1610","0","0","0","0","0","218","53","206","-2.7","532",
"2023-12-28 00:05","0","0","276","1567","0","0","0","0","0","214","54","202","-2.7","531",
"2023-12-28 00:10","0","0","276","1593","0","0","0","0","0","209","54","198","-2.7","530",
"2023-12-28 00:15","0","0","276","1546","0","0","0","0","0","205","45","195","-2.7","527",
"2023-12-28 00:20","0","0","276","1478","0","0","0","0","0","200","34","194","-2.7","528",
"2023-12-28 00:25","0","0","276","1424","0","0","0","0","0","195","33","190","-2.7","528",
"2023-12-28 00:30","0","0","276","1424","0","0","0","0","0","194","33","187","-2.7","527",
"2023-12-28 00:35","0","0","276","1443","0","0","0","0","0","193","33","179","-2.7","527",
"2023-12-28 00:40","0","0","276","1351","0","0","0","0","0","192","30","176","-2.7","527",
"2023-12-28 00:45","0","0","276","1319","0","0","0","0","0","192","24.2","167","-2.7","526",
"2023-12-28 00:50","0","0","276","1316","0","0","0","0","0","190","24.1","157","-2.7","527",
"2023-12-28 00:55","0","0","276","1262","0","0","0","0","0","188","24.1","148","-2.7","528",
"2023-12-28 01:00","0","0","290","1222","0","0","0","0","0","186","24.1","140","-2.7","526",
"2023-12-28 01:05","0","0","304","1222","0","0","0","0","0","180","24","131","-2","524",
"2023-12-28 01:10","0","0","307","1239","0","0","0","0","0","169","25","124","-2","525",
"2023-12-28 01:15","0","0","299","1243","0","0","0","0","0","165","26","122","-2","523",
"2023-12-28 01:20","0","0","302","1272","0","0","0","0","0","155","25","120","-2","523",
"2023-12-28 01:25","0","0","295","1257","0","0","0","0","0","149","24.1","118","-2","527",
"2023-12-28 01:30","0","0","295","1263","0","0","0","0","0","148","23.1","116","-2","528",
"2023-12-28 01:35","0","0","295","1276","0","0","0","0","0","148","24","113","-2","526",
"2023-12-28 01:40","0","0","298","1273","0","0","0","0","0","146","24.1","112","-2","526",
"2023-12-28 01:45","0","0","295","1263","0","0","0","0","0","146","24.1","112","-2","526",
"2023-12-28 01:50","0","0","295","1250","0","0","0","0","0","144","24.1","112","-2","526",
"2023-12-28 01:55","0","0","293","1258","0","0","0","0","0","142","24","113","-2","525",
"2023-12-28 02:00","0","0","293","1259","0","0","0","0","0","143","24.1","113","-2","526",
"2023-12-28 02:05","0","0","296","1286","0","0","0","0","0","141","24.1","113","-2","529",
"2023-12-28 02:10","0","0","300","1306","0","0","0","0","0","141","24.1","113","-2","528",
"2023-12-28 02:15","0","0","296","1294","0","0","0","0","0","138","26","113","-2","528",
"2023-12-28 02:20","0","0","298","1284","0","0","0","0","0","139","24.2","113","-2","527",
"2023-12-28 02:25","0","0","297","1280","0","0","0","0","0","137","25","113","-2","526",
"2023-12-28 02:30","0","0","297","1272","0","0","0","0","0","137","24.1","113","-2","525",
"2023-12-28 02:35","0","0","297","1280","0","0","0","0","0","136","24.1","113","-2","528",
"2023-12-28 02:40","0","0","301","1287","0","0","0","0","0","135","24.1","112","-2","527",
"2023-12-28 02:45","0","0","300","1267","0","0","0","0","0","136","24.1","113","-2","526",
"2023-12-28 02:50","0","0","299","1254","0","0","0","0","0","135","24.1","112","-2","525",
"2023-12-28 02:55","0","0","299","1238","0","0","0","0","0","134","24.1","113","-2","526",
"2023-12-28 03:00","0","0","300","1256","0","0","0","0","0","133","24.1","112","-2","526",
